idx,smiles
391,COC(C)CO
392,OCC(O)CO
393,CC1(CC1)C#C
394,CC1(CC1)C#N
395,CC1(CN1)C#C
396,CC1(CN1)C#N
397,CC1(CO1)C#C
398,CC1(CO1)C#N
399,NC1(CC1)C#N
400,OC1(CC1)C#C
401,OC1(CC1)C#N
402,CC1(CC1)C=O
403,CC1(CN1)C=O
404,CC1(CO1)C=O
405,OC1(CC1)C=O
406,CC1(CO)CC1
407,CC1(CO)CN1
408,CC1(CO)CO1
409,CCC1(C)CC1
410,CCC1(C)CO1
411,CCC1(O)CC1
412,COC1(C)CC1
413,OCC1(O)CC1
414,CC1CCC1=O
415,CC1CNC1=O
416,CC1COC1=N
417,CC1COC1=O
418,CC1NCC1=O
419,CC1OCC1=O
420,CN1CCC1=O
421,NC1COC1=N
422,NC1COC1=O
423,OC1CCC1=O
424,OC1CNC1=O
425,OC1COC1=N
426,OC1COC1=O
427,CC1CCC1C
428,CC1CCC1O
429,CC1COC1C
430,CC1OCC1O
431,OC1CCC1O
432,N=C1CN=CN1
433,O=C1CC=CC1
434,O=C1CC=CN1
435,O=C1CN=CN1
436,O=C1CN=CO1
437,N=C1OCC=C1
438,O=C1CCC=C1
439,O=C1NCC=C1
440,N=C1CCCO1
441,N=C1COCO1
442,N=C1OCCO1
443,O=C1CCCC1
444,O=C1CCCN1
445,O=C1CCCO1
446,O=C1CCOC1
447,O=C1COCO1
448,O=C1NCCN1
449,O=C1NCCO1
450,O=C1OCCO1
451,CC1=CCCC1
452,CC1=CCOC1
453,CC1=NCCO1
454,CC1CC=CC1
455,CC1CN=CO1
456,OC1CC=CC1
457,CC1CCC=C1
458,CC1COC=N1
459,CC1OCC=C1
460,OC1CCC=C1
461,CC1CCCC1
462,CC1CCCO1
463,CC1CCOC1
464,CC1COCO1
465,CC1OCCO1
466,OC1CCCC1
467,OC1CCOC1
468,CC1C(C)C1C
469,CC1C(C)C1O
470,CC1C(C)N1C
471,CC1C(O)C1O
472,OC1C(O)C1O
473,CC12CC1CC2
474,CC12CC1CO2
475,CC12CC1OC2
476,CC12CCC1O2
477,OC12CC1CC2
478,OC12CC1OC2
479,C#CC#CC#C
480,C#CC#CC#N
481,N#CC#CC#N
482,C#CCCC#C
483,C#CCCC#N
484,N#CCCC#N
485,O=CC#CC#C
486,O=CC#CC#N
487,O=CC#CC=O
488,N=COCC#C
489,N=COCC#N
490,O=CCCC#C
491,O=CCCC#N
492,O=CNCC#C
493,O=CNCC#N
494,O=COCC#C
495,O=COCC#N
496,N=COCC=O
497,O=CCCC=O
498,O=CCNC=O
499,O=CCOC=O
500,CC#CC#CC
501,CC#CCC#C
502,CC#CCC#N
503,CC#CCC=O
504,CN=CNC=O
505,CN=COC=O
506,CCC#CC#C
507,CCC#CC#N
508,OCC#CC#C
509,OCC#CC#N
510,CCC#CC=O
511,OCC#CC=O
512,CCC#CCC
513,CCC#CCO
514,OCC#CCO
515,CCN=COC
516,CC#CCCO
517,CCCC#CC
518,COCC#CC
519,CCOC=NC
520,CCCCC#C
521,CCCCC#N
522,CCNCC#N
523,CCOCC#C
524,CCOCC#N
525,COCCC#C
526,COCCC#N
527,OCCCC#C
528,OCCCC#N
529,CCCCC=O
530,CCCNC=O
531,CCCOC=O
532,CCOCC=O
533,COCCC=O
534,OCCCC=O
535,OCCNC=O
536,OCCOC=N
537,OCCOC=O
538,CCCCCC
539,CCCCCO
540,CCCCOC
541,CCCOCC
542,CCOCCO
543,COCCCO
544,COCCOC
545,OCCCCO
546,C#CC1CCC1
547,C#CC1CCO1
548,C#CC1COC1
549,N#CC1CCC1
550,N#CC1CCN1
551,N#CC1CCO1
552,N#CC1COC1
553,O=CC1CCC1
554,O=CC1CCO1
555,O=CC1COC1
556,O=CN1CCC1
557,CN=C1CCO1
558,CCC1CCC1
559,CCC1CCO1
560,CCC1COC1
561,COC1CCC1
562,COC1COC1
563,OCC1CCC1
564,OCC1CCO1
565,OCC1COC1
566,C#CCC1CC1
567,C#CCC1CO1
568,C#CCN1CC1
569,N#CCC1CC1
570,N#CCC1CN1
571,N#CCC1CO1
572,N#CCN1CC1
573,N=COC1CC1
574,O=CCC1CC1
575,O=CCC1CN1
576,O=CCC1CO1
577,O=CCN1CC1
578,O=CNC1CC1
579,O=COC1CC1
580,CC#CC1CC1
581,CC#CC1CN1
582,CC#CC1CO1
583,CCCC1CC1
584,CCCC1CO1
585,CCCN1CC1
586,CCOC1CC1
587,COCC1CC1
588,COCC1CN1
589,COCC1CO1
590,OCCC1CC1
591,OCCC1CO1
592,OCCN1CC1
593,CC1CC1C#C
594,CC1CC1C#N
595,CC1NC1C#C
596,CC1NC1C#N
597,CC1OC1C#C
598,CC1OC1C#N
599,CN1CC1C#C
600,CN1CC1C#N
601,OC1CC1C#C
602,OC1CC1C#N
603,CC1CC1C=O
604,CC1CN1C=O
605,CC1NC1C=O
606,CC1OC1C=O
607,CN1CC1C=O
608,OC1CC1C=O
609,CC1CC1CO
610,CC1NC1CO
611,CC1OC1CO
612,CCC1CC1C
613,CCC1CC1O
614,CCC1CN1C
615,CCC1OC1C
616,CCN1CC1C
617,CN1CC1CO
618,COC1CC1C
619,COC1CC1O
620,OCC1CC1O
621,CC(=O)C1CC1
622,CC(=O)C1CN1
623,CC(=O)C1CO1
624,CC(=O)N1CC1
625,NC(=O)C1CC1
626,NC(=O)C1CN1
627,NC(=O)C1CO1
628,NC(=O)N1CC1
629,CC(C)C1CC1
630,CC(C)C1CO1
631,CC(C)N1CC1
632,CC(O)C1CC1
633,CC(O)C1CN1
634,CC(O)C1CO1
635,C1CC11CCC1
636,C1CC11CCO1
637,C1CC11COC1
638,C1NC11COC1
639,C1OC11CCC1
640,C1OC11COC1
641,C1C2CC1C=C2
642,C1C2OC1C=C2
643,C1C2CC1CC2
644,C1C2CC1OC2
645,C1C2CCC1O2
646,CC1C2CC1C2
647,CC1C2CC1O2
648,OC1C2CC1C2
649,OC1C2CC1O2
650,C1CC=CCO1
651,C1CCC=CC1
652,C1COC=NC1
653,C1CCCCC1
654,C1CCOCC1
655,C1COCCO1
656,C1COCOC1
657,C1CC2CCC12
658,C1CC2OCC12
659,C1OC2COC12
660,CC1C2CCC12
661,CC1C2COC12
662,OC1C2CCC12
663,OC1C2COC12
664,C1C2CC=CC12
665,C1C2OC=NC12
666,C1C=CC2NC12
667,C1C=CC2OC12
668,C1C2CCCC12
669,C1C2CCOC12
670,C1C2COCC12
671,C1C2OCOC12
672,C1CC2OC2C1
673,C1OCC2NC12
674,C1OCC2OC12
675,N=C1OC2CC12
676,O=C1CC2CC12
677,O=C1CC2CN12
678,O=C1CC2NC12
679,O=C1CC2OC12
680,O=C1CN2CC12
681,O=C1NC2CC12
682,O=C1OC2CC12
683,CC1CC2CC12
684,CC1CC2OC12
685,CC1OC2CC12
686,OC1CC2CC12
687,OC1CC2NC12
688,OC1CC2OC12
689,OC1CN2CC12
690,C1C2C3CC2C13
691,C1C2C3CN2C13
692,C1C2C3OC2C13
693,N1C2C3NC2C13
694,N1C2C3OC2C13
695,O1C2C3OC2C13
696,C1CC1C1CC1
697,C1CC1C1CO1
698,C1CC1N1CC1
699,C1NC1C1CN1
700,C1NC1C1CO1
701,C1OC1C1CO1
702,C1C2C1C1CC21
703,C1C2C1C1NC21
704,C1C2C1C1OC21
705,C1C2C1N1CC21
706,N1C2C1C1NC21
707,N1C2C1C1OC21
708,O1C2C1C1OC21
709,C1C2C3C1CN23
710,C1C2C3CC1C23
711,C1C2C3CC1N23
712,C1C2C3CN1C23
713,C1C2C3OC1C23
714,C12C3C1C1C2C31
715,C12C3C1N1C2C31
716,C1=CN=NC=C1
717,C1=CN=NN=C1
718,C1=NN=CN=N1
719,C1=NN=NC=N1
720,C1=NN=NN=C1
721,CC1=CC=NN1
722,CC1=CC=NO1
723,CC1=CN=NN1
724,CC1=CN=NO1
725,CC1=CNN=C1
726,CC1=CNN=N1
727,CC1=CON=C1
728,CC1=CON=N1
729,CC1=NC=NN1
730,CC1=NC=NO1
731,CC1=NNC=C1
732,CC1=NNC=N1
733,CC1=NNN=C1
734,CC1=NNN=N1
735,CC1=NOC=C1
736,CC1=NOC=N1
737,CC1=NON=C1
738,CC1=NON=N1
739,CN1C=CC=N1
740,CN1C=CN=N1
741,CN1C=NC=N1
742,CN1C=NN=C1
743,CN1C=NN=N1
744,CN1N=CC=N1
745,CN1N=CN=N1
746,CN1N=NN=N1
747,N=C1NC=NO1
748,N=C1NN=NN1
749,N=C1OC=NO1
750,N=C1ON=NO1
751,NC1=CC=NN1
752,NC1=CC=NO1
753,NC1=CN=NN1
754,NC1=CN=NO1
755,NC1=CNN=C1
756,NC1=CNN=N1
757,NC1=CON=C1
758,NC1=CON=N1
759,NC1=NC=NN1
760,NC1=NC=NO1
761,NC1=NNC=C1
762,NC1=NNC=N1
763,NC1=NNN=C1
764,NC1=NNN=N1
765,NC1=NOC=C1
766,NC1=NOC=N1
767,NC1=NON=C1
768,NC1=NON=N1
769,O=C1NC=NN1
770,O=C1NC=NO1
771,O=C1NN=NN1
772,O=C1NN=NO1
773,O=C1OC=NO1
774,O=C1ON=NO1
775,OC1=CC=NN1
776,OC1=CNN=C1
777,OC1=CNN=N1
778,OC1=NC=NN1
779,OC1=NNC=C1
780,OC1=NNC=N1
781,OC1=NNN=C1
782,OC1=NNN=N1
783,OC1=NOC=C1
784,OC1=NOC=N1
785,OC1=NON=N1
786,CC#CC(C)=NO
787,CC(CC#C)=NO
788,CC(CC#N)=NO
789,CC(CC=O)=NO
790,CC(CCO)=NO
791,CCCC(C)=NO
792,COCC(C)=NO
793,CC(=NO)C(C)=NO
794,CC(=NO)C(N)=O
795,CC(C)C(C)=NO
796,CC(O)C(C)=NO
797,CC1CC(C1)=NO
798,CN1CC(C1)=NO
799,ON=C1CC(O)C1
800,ON=C(C#C)C#C
801,CCC(=NO)C#C
802,OCC(=NO)C#C
803,CCC(CC)=NO
804,CCC(CO)=NO
805,CC1CCC1=NO
806,CC1NCC1=NO
807,CC1OCC1=NO
808,ON=C1CCC1O
809,ON=C1CC=CC1
810,ON=C1CCC=C1
811,ON=C1CNC=C1
812,ON=C1CCCC1
813,ON=C1CCOC1
814,CC(=NO)C1CC1
815,CC(=NO)C1CN1
816,CC(=NO)C1CO1
817,ON=C1CC2CC12
818,ON=C1CC2NC12
819,ON=C1CC2OC12
820,ON=C1CN2CC12
821,FC(F)(F)C#C
822,FC(F)(F)C#N
823,FC(F)(F)C=O
824,NCC(F)(F)F
825,OCC(F)(F)F
826,CCC(F)(F)F
827,CC1=CC(C)=CN1
828,CC1=CC(C)=CO1
829,CC1=CC(N)=CN1
830,CC1=CC(N)=CO1
831,CC1=CC(O)=CN1
832,CC1=CC(O)=CO1
833,CC1=CNC(N)=C1
834,CC1=CNC(O)=C1
835,CC1=CNC(O)=N1
836,CC1=COC(N)=C1
837,CC1=COC(N)=N1
838,CC1=COC(O)=N1
839,CC1=NC(C)=CN1
840,CC1=NC(C)=CO1
841,CC1=NC(N)=CO1
842,CC1=NC(O)=CN1
843,CC1=NC(O)=CO1
844,NC1=CC(N)=CN1
845,NC1=CC(N)=CO1
846,NC1=CC(O)=CN1
847,NC1=CC(O)=CO1
848,NC1=CNC(O)=C1
849,NC1=CNC(O)=N1
850,NC1=COC(O)=N1
851,NC1=NC(N)=CO1
852,NC1=NC(O)=CN1
853,NC1=NC(O)=CO1
854,OC1=CC(O)=CN1
855,OC1=NC(O)=CN1
856,CC1=CC=C(C)N1
857,CC1=CC=C(C)O1
858,CC1=CC=C(N)N1
859,CC1=CC=C(N)O1
860,CC1=CC=C(O)N1
861,CC1=CN=C(C)O1
862,CC1=CN=C(N)O1
863,CC1=CN=C(O)N1
864,CC1=CN=C(O)O1
865,CC1=NC=C(N)O1
866,CC1=NC=C(O)N1
867,NC1=CC=C(N)N1
868,NC1=CC=C(N)O1
869,NC1=CC=C(O)N1
870,NC1=CC=C(O)O1
871,NC1=CN=C(N)O1
872,NC1=CN=C(O)N1
873,NC1=CN=C(O)O1
874,OC1=CC=C(O)N1
875,OC1=CN=C(O)N1
876,CC1=CNC(=N)O1
877,CC1=CNC(=O)N1
878,CC1=CNC(=O)O1
879,CC1=COC(=N)N1
880,CC1=COC(=N)O1
881,CC1=COC(=O)N1
882,CC1=COC(=O)O1
883,NC1=CNC(=N)O1
884,NC1=CNC(=O)N1
885,NC1=CNC(=O)O1
886,NC1=COC(=N)O1
887,NC1=COC(=O)N1
888,NC1=COC(=O)O1
889,OC1=CNC(=N)O1
890,OC1=CNC(=O)N1
891,OC1=CNC(=O)O1
892,OC1=COC(=N)N1
893,OC1=COC(=N)O1
894,OC1=COC(=O)O1
895,CN1C=CC(C)=C1
896,CN1C=CC(N)=C1
897,CN1C=CC(O)=C1
898,CN1C=NC(C)=C1
899,CN1C=NC(N)=C1
900,CN1C=NC(O)=C1
901,N=C1C=COC=N1
902,N=C1N=CNC=N1
903,N=C1N=COC=N1
904,O=C1C=CNC=C1
905,O=C1C=CNC=N1
906,O=C1C=COC=C1
907,O=C1C=COC=N1
908,O=C1N=COC=N1
909,N=C1NC=NC=N1
910,N=C1OC=CC=C1
911,N=C1OC=CC=N1
912,N=C1OC=CN=C1
913,N=C1OC=NC=C1
914,N=C1OC=NC=N1
915,O=C1NC=CC=C1
916,O=C1NC=CC=N1
917,O=C1NC=CN=C1
918,O=C1NC=NC=C1
919,O=C1NC=NC=N1
920,O=C1OC=CC=C1
921,O=C1OC=CC=N1
922,O=C1OC=CN=C1
923,O=C1OC=NC=C1
924,O=C1OC=NC=N1
925,CC1=CC=CC=C1
926,CC1=CC=NC=C1
927,CC1=CN=CC=C1
928,CC1=CN=CC=N1
929,CC1=CN=CN=C1
930,CC1=NC=CC=C1
931,CC1=NC=CC=N1
932,CC1=NC=CN=C1
933,CC1=NC=NC=C1
934,CC1=NC=NC=N1
935,NC1=CC=CC=C1
936,NC1=CN=CC=C1
937,NC1=CN=CC=N1
938,NC1=CN=CN=C1
939,NC1=NC=CC=C1
940,NC1=NC=CC=N1
941,NC1=NC=CN=C1
942,NC1=NC=NC=C1
943,NC1=NC=NC=N1
944,OC1=CC=CC=C1
945,OC1=CC=NC=C1
946,OC1=CN=CC=C1
947,OC1=CN=CC=N1
948,OC1=CN=CN=C1
949,OC1=NC=CC=C1
950,OC1=NC=CC=N1
951,OC1=NC=CN=C1
952,OC1=NC=NC=C1
953,OC1=NC=NC=N1
954,CC1=C(C)C=CN1
955,CC1=C(C)C=CO1
956,CC1=C(C)N=CN1
957,CC1=C(C)N=CO1
958,CC1=C(N)C=CN1
959,CC1=C(N)C=CO1
960,CC1=C(N)N=CO1
961,CC1=C(N)NC=C1
962,CC1=C(N)OC=C1
963,CC1=C(N)OC=N1
964,CC1=C(O)C=CN1
965,CC1=C(O)C=CO1
966,CC1=C(O)N=CN1
967,CC1=C(O)N=CO1
968,CC1=C(O)NC=C1
969,CC1=C(O)NC=N1
970,NC1=C(N)C=CO1
971,NC1=C(N)N=CO1
972,NC1=C(O)C=CN1
973,NC1=C(O)C=CO1
974,NC1=C(O)N=CN1
975,NC1=C(O)N=CO1
976,NC1=C(O)NC=C1
977,NC1=C(O)NC=N1
978,NC1=C(O)OC=C1
979,OC1=C(O)C=CN1
980,OC1=C(O)N=CN1
981,CC1=CNC=C1C
982,CC1=CNC=C1N
983,CC1=CNC=C1O
984,CC1=COC=C1C
985,CC1=COC=C1N
986,NC1=CNC=C1N
987,NC1=CNC=C1O
988,NC1=COC=C1N
989,OC1=CNC=C1O
990,CN1C=CC=C1C
991,CN1C=CC=C1N
992,CN1C=CC=C1O
993,CN1C=CN=C1C
994,CN1C=CN=C1O
995,CN1C=NC=C1C
996,CN1C=NC=C1O
997,CN1C=CNC1=O
998,CN1C=COC1=N
999,CN1C=COC1=O
1000,C#CC1=CC=CN1
1001,C#CC1=CC=CO1
1002,C#CC1=CN=CN1
1003,C#CC1=CN=CO1
1004,C#CC1=NC=CN1
1005,C#CC1=NC=CO1
1006,N#CC1=CC=CN1
1007,N#CC1=CC=CO1
1008,N#CC1=CN=CN1
1009,N#CC1=CN=CO1
1010,N#CC1=NC=CN1
1011,N#CC1=NC=CO1
1012,C#CC1=CNC=C1
1013,C#CC1=CNC=N1
1014,C#CC1=COC=C1
1015,C#CC1=COC=N1
1016,N#CC1=CNC=C1
1017,N#CC1=CNC=N1
1018,N#CC1=COC=C1
1019,N#CC1=COC=N1
1020,O=CC1=CC=CN1
1021,O=CC1=CC=CO1
1022,O=CC1=CN=CN1
1023,O=CC1=CN=CO1
1024,O=CC1=NC=CN1
1025,O=CC1=NC=CO1
1026,O=CC1=CNC=C1
1027,O=CC1=CNC=N1
1028,O=CC1=COC=C1
1029,O=CC1=COC=N1
1030,O=CN1C=CC=C1
1031,O=CN1C=CN=C1
1032,CN=C1NC=CO1
1033,CN=C1OC=CO1
1034,CCC1=CC=CN1
1035,CCC1=CC=CO1
1036,CCC1=CN=CO1
1037,CCC1=NC=CN1
1038,CCC1=NC=CO1
1039,CNC1=CC=CN1
1040,CNC1=CC=CO1
1041,CNC1=CN=CO1
1042,CNC1=NC=CO1
1043,COC1=CC=CN1
1044,COC1=CC=CO1
1045,COC1=CN=CN1
1046,COC1=CN=CO1
1047,COC1=NC=CN1
1048,COC1=NC=CO1
1049,NCC1=NC=CO1
1050,OCC1=CC=CN1
1051,OCC1=CC=CO1
1052,OCC1=CN=CN1
1053,OCC1=CN=CO1
1054,OCC1=NC=CN1
1055,OCC1=NC=CO1
1056,CCC1=CNC=C1
1057,CCC1=CNC=N1
1058,CCC1=COC=C1
1059,CCC1=COC=N1
1060,CNC1=CNC=C1
1061,CNC1=CNC=N1
1062,CNC1=COC=C1
1063,CNC1=COC=N1
1064,COC1=CNC=C1
1065,COC1=CNC=N1
1066,COC1=COC=C1
1067,COC1=COC=N1
1068,OCC1=CNC=C1
1069,OCC1=CNC=N1
1070,OCC1=COC=C1
1071,OCC1=COC=N1
1072,CCN1C=CC=C1
1073,CCN1C=CN=C1
1074,C1CC2=CC=CN12
1075,C1CC2=CN=CN12
1076,C1CC2=NC=CN12
1077,CC#CC(C)(C)C
1078,CC#CC(C)(C)O
1079,CC(C)(C)CC#C
1080,CC(C)(C)CC#N
1081,CC(C)(O)CC#C
1082,CC(C)(O)CC#N
1083,CC(C)(C)CC=O
1084,CC(C)(C)NC=O
1085,CC(C)(C)OC=O
1086,CC(C)(O)CC=O
1087,CC(C)(C)CCO
1088,CC(C)(O)CCO
1089,CCCC(C)(C)C
1090,CCCC(C)(C)O
1091,CCOC(C)(C)C
1092,COCC(C)(C)C
1093,COCC(C)(C)O
1094,CC(=O)C(C)(C)C
1095,CC(=O)C(C)(C)O
1096,CC(C)(C)C(N)=O
1097,CC(C)(O)C(N)=O
1098,CC(C)C(C)(C)C
1099,CC(C)C(C)(C)O
1100,CC(O)C(C)(C)C
1101,CC(O)C(C)(C)O
1102,CC(=N)NC(C)=O
